    Rank Group    Score       Missing     Variable
     452  F     5.516E-02         170     FOXA2
     453  F     5.512E-02         170     KIF24
     454  F     5.489E-02         170     DEDD2
     455  F     5.489E-02         170     ARMC10
     456  F     5.487E-02         170     ZNF438
     457  F     5.449E-02         170     ZCWPW1
     458  F     5.448E-02         170     CCDC60
     459  F     5.439E-02         170     CEP250
     460  F     5.434E-02         170     SORL1
     461  F     5.433E-02         170     FGFR3
     462  F     5.417E-02         170     TPTE
     463  F     5.405E-02         170     SVIL
     464  F     5.399E-02         170     SYT3
     465  F     5.398E-02         170     CTNNBL1
     466  F     5.391E-02         170     ZNF221
     467  F     5.375E-02         170     TOX2
     468  F     5.371E-02         170     HERC2
     469  F     5.231E-02         170     IL17RD
     470  F     5.227E-02         170     RNF207
     471  F     5.207E-02         170     ANAPC2
     472  F     5.169E-02         170     SLC4A7
     473  F     5.159E-02         170     NUP210
     474  F     5.140E-02         170     MED12L
     475  F     5.094E-02         170     SOX13
     476  F     5.070E-02         170     OR5K4
     477  F     5.060E-02         170     ARHGEF25
     478  F     5.051E-02         170     SORCS2
     479  F     5.050E-02         170     LAMB2
     480  F     5.048E-02         170     JAKMIP3
     481  F     5.024E-02         170     PPEF2
     482  F     5.009E-02         170     ADD2
     483  F     5.006E-02         170     BUB1
     484  F     4.979E-02         170     CSRNP2
     485  F     4.971E-02         170     VARS2
     486  F     4.963E-02         170     LAMB1
     487  F     4.945E-02         170     PLCB4
     488  F     4.936E-02         170     GRIA3
     489  F     4.933E-02         170     CCDC81
     490  F     4.919E-02         170     DHTKD1
     491  F     4.909E-02         170     CACNA2D1
     492  F     4.900E-02         170     PRPF40A
     493  F     4.894E-02         170     OTUD7A
     494  F     4.892E-02         170     H6PD
     495  F     4.888E-02         170     DIP2C
     496  F     4.867E-02         170     EIF2AK4
     497  F     4.841E-02         170     TAF7L
     498  F     4.812E-02         170     STAG1
     499  F     4.796E-02         170     OR4N5
     500  F     4.758E-02         170     AUTS2
     501  F     4.745E-02         170     HIRA
     502  F     4.739E-02         170     ACSS1
     503  F     4.707E-02         170     MAPKBP1
     504  F     4.674E-02         170     FAM196A
     505  F     4.661E-02         170     FBXO18
     506  F     4.658E-02         170     PPP3CA
     507  F     4.636E-02         170     PPARGC1B
     508  F     4.627E-02         170     YY2
     509  F     4.598E-02         170     ARRB1
     510  F     4.597E-02         170     AKIP1
     511  F     4.597E-02         170     ADH4
     512  F     4.597E-02         170     PEPD
     513  F     4.597E-02         170     C9orf64
     514  F     4.554E-02         170     MCM10
     515  F     4.513E-02         170     STAC
     516  F     4.506E-02         170     SKOR1
     517  F     4.470E-02         170     FAM171A1
     518  F     4.454E-02         170     KCNH4
     519  F     4.449E-02         170     KIAA1755
     520  F     4.440E-02         170     AMOTL1
     521  F     4.432E-02         170     NOX1
     522  F     4.403E-02         170     ATP2A2
     523  F     4.382E-02         170     RBM19
     524  F     4.375E-02         170     NCAPG
     525  F     4.374E-02         170     PARP9
     526  F     4.373E-02         170     N4BP2
     527  F     4.351E-02         170     PAK7
     528  F     4.349E-02         170     TTC40
     529  F     4.333E-02         170     CNGA1
     530  F     4.330E-02         170     ADAD1
     531  F     4.303E-02         170     ZNF507
     532  F     4.302E-02         170     BTLA
     533  F     4.275E-02         170     DZIP3
     534  F     4.270E-02         170     XPO1
     535  F     4.247E-02         170     ZNF133
     536  F     4.244E-02         170     FRMD4B
     537  F     4.222E-02         170     TRAM1L1
     538  F     4.219E-02         170     PRR12
     539  F     4.182E-02         170     HEG1
     540  F     4.178E-02         170     SMYD1
     541  F     4.175E-02         170     EOMES
     542  F     4.160E-02         170     TLR6
     543  F     4.160E-02         170     KIAA1407
     544  F     4.157E-02         170     ARHGEF7
     545  F     4.137E-02         170     PLXNB3
     546  F     4.135E-02         170     HNRNPUL1
     547  F     4.129E-02         170     ABCC4
     548  F     4.126E-02         170     ZBTB33
     549  F     4.125E-02         170     PRKCQ
     550  F     4.112E-02         170     KCNJ3
     551  F     4.095E-02         170     DTL
     552  F     4.090E-02         170     NCKAP5
     553  F     4.081E-02         170     GABRQ
     554  F     4.066E-02         170     PRPS2
     555  F     4.036E-02         170     CD93
     556  F     3.989E-02         170     GRIN1
     557  F     3.984E-02         170     KNTC1
     558  F     3.976E-02         170     KIF1B
     559  F     3.970E-02         170     ELN
     560  F     3.936E-02         170     CECR2
     561  F     3.929E-02         170     ABCD2
     562  F     3.926E-02         170     PAXBP1
     563  F     3.907E-02         170     NAV1
     564  F     3.895E-02         170     NKRF
     565  F     3.886E-02         170     CACNA2D3
     566  F     3.885E-02         170     RNF208
     567  F     3.878E-02         170     DHX9
     568  F     3.820E-02         170     PCSK5
     569  F     3.812E-02         170     OR6C2
     570  F     3.809E-02         170     SLCO1B3
     571  F     3.790E-02         170     EFHB
     572  F     3.785E-02         170     DDX23
     573  F     3.783E-02         170     DCT
     574  F     3.760E-02         170     DCDC2
     575  F     3.752E-02         170     FBLN2
     576  F     3.740E-02         170     CBLL1
     577  F     3.734E-02         170     SLU7
     578  F     3.715E-02         170     CHL1
     579  F     3.684E-02         170     FAT3
     580  F     3.677E-02         170     NCOR2
     581  F     3.675E-02         170     EHMT1
     582  F     3.675E-02         170     INO80
     583  F     3.633E-02         170     FAM171B
     584  F     3.630E-02         170     ZBTB11
     585  F     3.628E-02         170     BUD31
     586  F     3.615E-02         170     PARP14
     587  F     3.578E-02         170     ANKS6
     588  F     3.576E-02         170     ACBD4
     589  F     3.569E-02         170     COL25A1
     590  F     3.558E-02         170     SCN1A
     591  F     3.542E-02         170     SLC17A2
     592  F     3.519E-02         170     MYO15A
     593  F     3.508E-02         170     AGTR1
     594  F     3.500E-02         170     SEC24B
     595  F     3.499E-02         170     ALS2
     596  F     3.476E-02         170     ZNF667
     597  F     3.444E-02         170     EHD1
     598  F     3.427E-02         170     CNTN4
     599  F     3.423E-02         170     CACNA1B
     600  F     3.403E-02         170     SUSD2
     601  F     3.398E-02         170     COL6A3
     602  F     3.366E-02         170     PROX1
     603  F     3.358E-02         170     MCF2L
     604  F     3.335E-02         170     TASP1
     605  F     3.293E-02         170     NFASC
     606  F     3.286E-02         170     MYD88
     607  F     3.267E-02         170     FAP
     608  F     3.266E-02         170     JAG1
     609  F     3.251E-02         170     URGCP
     610  F     3.248E-02         170     MYH6
     611  F     3.243E-02         170     SLC26A9
     612  F     3.224E-02         170     PLEKHM3
     613  F     3.219E-02         170     GANAB
     614  F     3.219E-02         170     ZNF804A
     615  F     3.197E-02         170     ERBB2
     616  F     3.183E-02         170     LHFPL3
     617  F     3.178E-02         170     DLEC1
     618  F     3.174E-02         170     ANAPC7
     619  F     3.148E-02         170     ZC3HC1
     620  F     3.144E-02         170     SUGP2
     621  F     3.117E-02         170     ZSCAN4
     622  F     3.070E-02         170     TF
     623  F     3.052E-02         170     PARVA
     624  F     3.046E-02         170     SRGAP1
     625  F     3.042E-02         170     ERBB3
     626  F     3.039E-02         170     KLK13
     627  F     3.017E-02         170     BRAF
     628  F     3.014E-02         170     PTPRS
     629  F     3.014E-02         170     UGGT1
     630  F     3.001E-02         170     LANCL1
     631  F     3.000E-02         170     KRAS
     632  F     2.990E-02         170     XIRP2
     633  F     2.963E-02         170     ZNF35
     634  F     2.963E-02         170     CLEC5A
     635  F     2.963E-02         170     ZNF502
     636  F     2.963E-02         170     RRBP1
     637  F     2.963E-02         170     DNMT3L
     638  F     2.963E-02         170     NPPA.AS1
     639  F     2.963E-02         170     MIER2
     640  F     2.963E-02         170     MAGEA12
     641  F     2.963E-02         170     ZNF679
     642  F     2.963E-02         170     MIR3186
     643  F     2.963E-02         170     ETS2
     644  F     2.963E-02         170     ZNF610
     645  F     2.963E-02         170     ZNF660
     646  F     2.963E-02         170     POLR2E
     647  F     2.963E-02         170     ZKSCAN7
     648  F     2.963E-02         170     ARGLU1
     649  F     2.963E-02         170     MGME1
     650  F     2.963E-02         170     TDP2
     651  F     2.963E-02         170     RNF41
     652  F     2.963E-02         170     CBR1
     653  F     2.963E-02         170     CNOT6L
     654  F     2.963E-02         170     SLC34A3
     655  F     2.963E-02         170     TTC5
     656  F     2.963E-02         170     GGN
     657  F     2.963E-02         170     IRF6
     658  F     2.963E-02         170     TMEM206
     659  F     2.963E-02         170     DLL4
     660  F     2.963E-02         170     TMEM165
     661  F     2.963E-02         170     TTC1
     662  F     2.963E-02         170     DNM1L
     663  F     2.963E-02         170     APEX1
     664  F     2.963E-02         170     NEK2
     665  F     2.963E-02         170     GNB4
     666  F     2.963E-02         170     C12orf23
     667  F     2.963E-02         170     BICD1
     668  F     2.963E-02         170     IGDCC3
     669  F     2.963E-02         170     RNU6ATAC18P
     670  F     2.963E-02         170     YARS2
     671  F     2.963E-02         170     ANGPTL4
     672  F     2.963E-02         170     ENTPD8
     673  F     2.963E-02         170     MORC3
     674  F     2.963E-02         170     RPL6
     675  F     2.963E-02         170     POLRMT
     676  F     2.963E-02         170     RASGEF1B
     677  F     2.963E-02         170     IKZF1
     678  F     2.963E-02         170     FAM69B
     679  F     2.963E-02         170     GTPBP4
     680  F     2.963E-02         170     PLOD1
     681  F     2.963E-02         170     ALDH5A1
     682  F     2.963E-02         170     TFF3
     683  F     2.963E-02         170     C14orf119
     684  F     2.963E-02         170     SOWAHB
     685  F     2.963E-02         170     B3GNT5
     686  F     2.963E-02         170     TLX3
     687  F     2.963E-02         170     ZNF701
     688  F     2.963E-02         170     REP15
     689  F     2.963E-02         170     RABL6
     690  F     2.963E-02         170     HIGD1A
     691  F     2.963E-02         170     AKAP14
     692  F     2.963E-02         170     DEPDC4
     693  F     2.963E-02         170     UBIAD1
     694  F     2.963E-02         170     CHRDL1
     695  F     2.963E-02         170     SPATA18
     696  F     2.963E-02         170     CS
