    Rank Group    Score       Missing     Variable
     388  F     3.206E-02         165     ARR3
     389  F     3.206E-02         165     DOT1L
     390  F     3.206E-02         165     MPHOSPH10
     391  F     3.206E-02         165     IGLL5
     392  F     3.206E-02         165     EIF3F
     393  F     3.206E-02         165     ITIH6
     394  F     3.206E-02         165     CACUL1
     395  F     3.206E-02         165     KLF8
     396  F     3.206E-02         165     ARHGEF9
     397  F     3.206E-02         165     GK2
     398  F     3.206E-02         165     CCDC117
     399  F     3.206E-02         165     ACMSD
     400  F     3.206E-02         165     NOA1
     401  F     3.206E-02         165     DGKQ
     402  F     3.206E-02         165     SLCO1B7
     403  F     3.206E-02         165     KDM5D
     404  F     3.206E-02         165     TMEM81
     405  F     3.206E-02         165     PDK4
     406  F     3.206E-02         165     ZNF287
     407  F     3.206E-02         165     ABCB1
     408  F     3.206E-02         165     NAA10
     409  F     3.206E-02         165     AJAP1
     410  F     3.206E-02         165     NCKAP5L
     411  F     3.206E-02         165     ZKSCAN7
     412  F     3.206E-02         165     CAMK1G
     413  F     3.206E-02         165     PHLDB3
     414  F     3.206E-02         165     TIPARP
     415  F     3.206E-02         165     SRGAP2
     416  F     3.206E-02         165     AADAC
     417  F     3.206E-02         165     C1orf186
     418  F     3.206E-02         165     HIST1H2AE
     419  F     3.206E-02         165     NPPA.AS1
     420  F     3.206E-02         165     ALOXE3
     421  F     3.206E-02         165     OR5AC2
     422  F     3.206E-02         165     SWT1
     423  F     3.206E-02         165     TRMT1L
     424  F     3.206E-02         165     ZNF160
     425  F     3.206E-02         165     DRD3
     426  F     3.206E-02         165     C1orf21
     427  F     3.206E-02         165     MB21D2
     428  F     3.206E-02         165     SUV420H1
     429  F     3.206E-02         165     BMF
     430  F     3.206E-02         165     PLOD1
     431  F     3.206E-02         165     DPP9
     432  F     3.206E-02         165     MZF1
     433  F     3.206E-02         165     IL17RB
     434  F     3.206E-02         165     ARL8A
     435  F     3.206E-02         165     SPATA12
     436  F     3.206E-02         165     GNL1
     437  F     3.206E-02         165     CST2
     438  F     3.206E-02         165     RCOR3
     439  F     3.206E-02         165     NDFIP1
     440  F     3.206E-02         165     UBAP2
     441  F     3.206E-02         165     MSH2
     442  F     3.206E-02         165     TBC1D14
     443  F     3.206E-02         165     OR6C70
     444  F     3.206E-02         165     DHX57
     445  F     3.206E-02         165     MXRA8
     446  F     3.206E-02         165     OR4K2
     447  F     3.206E-02         165     PCCA
     448  F     3.206E-02         165     UBE2J2
     449  F     3.206E-02         165     ABCB6
     450  F     3.206E-02         165     PTH2R
     451  F     3.206E-02         165     KRT222
     452  F     3.206E-02         165     MRVI1
     453  F     3.206E-02         165     KIAA1841
     454  F     3.206E-02         165     ALG3
     455  F     3.206E-02         165     CLDN10
     456  F     3.206E-02         165     TNFRSF4
     457  F     3.206E-02         165     OR6C1
     458  F     3.206E-02         165     EPHA1
     459  F     3.206E-02         165     TP53INP2
     460  F     3.206E-02         165     ZNF526
     461  F     3.206E-02         165     VAV1
     462  F     3.206E-02         165     FBXL20
     463  F     3.206E-02         165     FBXL2
     464  F     3.206E-02         165     FAM71A
     465  F     3.206E-02         165     PDCD6IP
     466  F     3.206E-02         165     CPNE6
     467  F     3.206E-02         165     SGOL1
     468  F     3.206E-02         165     RPL23
     469  F     3.206E-02         165     SHCBP1L
     470  F     3.206E-02         165     PRRT3
     471  F     3.206E-02         165     PYCR2
     472  F     3.206E-02         165     SRD5A3
     473  F     3.206E-02         165     SVOPL
     474  F     3.206E-02         165     SLC7A8
     475  F     3.206E-02         165     MPND
     476  F     3.205E-02         165     KIF1B
     477  F     3.201E-02         165     TMPRSS7
     478  F     3.201E-02         165     PLD1
     479  F     3.201E-02         165     B4GAT1
     480  F     3.201E-02         165     PRODH
     481  F     3.201E-02         165     SPDYC
     482  F     3.201E-02         165     C1orf106
     483  F     3.201E-02         165     CROT
     484  F     3.200E-02         165     C7orf33
     485  F     3.200E-02         165     NAA50
     486  F     3.200E-02         165     SPIN4
     487  F     3.198E-02         165     WDR82
     488  F     3.198E-02         165     CYP46A1
     489  F     3.198E-02         165     GCC2
     490  F     3.198E-02         165     OR8G1
     491  F     3.198E-02         165     PRRG3
     492  F     3.198E-02         165     IDUA
     493  F     3.198E-02         165     SLC26A6
     494  F     3.196E-02         165     EMC4
     495  F     3.193E-02         165     CMTM6
     496  F     3.193E-02         165     ZCCHC16
     497  F     3.193E-02         165     SNURF
     498  F     3.193E-02         165     IQCF1
     499  F     3.193E-02         165     BUB1
     500  F     3.193E-02         165     SPATS2
     501  F     3.193E-02         165     EVL
     502  F     3.192E-02         165     XRCC5
     503  F     3.192E-02         165     VPS13A
