    Rank Group    Score       Missing     Variable
     596  F     5.474E-02         170     POFUT1
     597  F     5.474E-02         170     SYPL1
     598  F     5.472E-02         170     RDH16
     599  F     5.471E-02         170     DRAXIN
     600  F     5.470E-02         170     CHM
     601  F     5.469E-02         170     BPIFB4
     602  F     5.464E-02         170     ZNF766
     603  F     5.463E-02         170     MAP2K2
     604  F     5.461E-02         170     ABI1
     605  F     5.459E-02         170     HIST1H3I
     606  F     5.459E-02         170     GKN2
     607  F     5.456E-02         170     ADAMTS20
     608  F     5.453E-02         170     GPAT2
     609  F     5.452E-02         170     ACRV1
     610  F     5.451E-02         170     MLPH
     611  F     5.450E-02         170     SLC7A10
     612  F     5.449E-02         170     CCNT1
     613  F     5.449E-02         170     TRAPPC10
     614  F     5.449E-02         170     ZNF559.ZNF177
     615  F     5.448E-02         170     APPL2
     616  F     5.444E-02         170     PSG3
     617  F     5.439E-02         170     FMN1
     618  F     5.438E-02         170     MORC1
     619  F     5.438E-02         170     KLB
     620  F     5.437E-02         170     TLR9
     621  F     5.436E-02         170     WNK3
     622  F     5.435E-02         170     PRCP
     623  F     5.432E-02         170     TCP11L2
     624  F     5.432E-02         170     KIAA1210
     625  F     5.432E-02         170     TUBAL3
     626  F     5.432E-02         170     NARG2
     627  F     5.431E-02         170     IMPG2
     628  F     5.431E-02         170     BTBD10
     629  F     5.431E-02         170     TIAM1
     630  F     5.430E-02         170     TMEM109
     631  F     5.430E-02         170     SLC12A6
     632  F     5.429E-02         170     OR13F1
     633  F     5.429E-02         170     ACBD3
     634  F     5.427E-02         170     PSG9
     635  F     5.427E-02         170     PELI3
     636  F     5.424E-02         170     NLGN3
     637  F     5.424E-02         170     LARS2
     638  F     5.422E-02         170     LRRIQ1
     639  F     5.421E-02         170     ZNF135
     640  F     5.421E-02         170     FZD2
     641  F     5.421E-02         170     BCL2L2
     642  F     5.420E-02         170     CD22
     643  F     5.419E-02         170     MDC1
     644  F     5.419E-02         170     TCTA
     645  F     5.419E-02         170     PPIL3
     646  F     5.416E-02         170     TACR3
     647  F     5.415E-02         170     CEACAM16
     648  F     5.415E-02         170     HIST1H1A
     649  F     5.414E-02         170     SAMD9L
     650  F     5.413E-02         170     F9
     651  F     5.412E-02         170     CHD6
     652  F     5.411E-02         170     RIF1
     653  F     5.410E-02         170     GLRX3
     654  F     5.408E-02         170     KRTAP26.1
     655  F     5.407E-02         170     MECP2
     656  F     5.406E-02         170     ABCB1
     657  F     5.405E-02         170     WNK4
     658  F     5.404E-02         170     TMTC3
     659  F     5.402E-02         170     STAC2
     660  F     5.401E-02         170     GAK
     661  F     5.399E-02         170     LAMB3
     662  F     5.397E-02         170     NXF1
     663  F     5.397E-02         170     MGAT4A
     664  F     5.397E-02         170     TFPT
     665  F     5.395E-02         170     ADAM10
     666  F     5.395E-02         170     ZGPAT
     667  F     5.395E-02         170     PTPN23
     668  F     5.393E-02         170     ZIK1
     669  F     5.392E-02         170     LSM14A
     670  F     5.392E-02         170     LARP1
     671  F     5.392E-02         170     TP53TG5
     672  F     5.389E-02         170     SRBD1
     673  F     5.389E-02         170     GALNT6
     674  F     5.388E-02         170     PRDM16
     675  F     5.386E-02         170     ABCA2
     676  F     5.385E-02         170     ZC3H15
     677  F     5.382E-02         170     IL24
     678  F     5.380E-02         170     FAM101A
     679  F     5.380E-02         170     CDC25B
     680  F     5.380E-02         170     SHANK2
     681  F     5.380E-02         170     VAX2
     682  F     5.379E-02         170     FSHR
     683  F     5.378E-02         170     SYT10
     684  F     5.375E-02         170     ADIPOR1
     685  F     5.374E-02         170     HCFC1
     686  F     5.373E-02         170     BPIFB2
     687  F     5.372E-02         170     MAGEA8
     688  F     5.372E-02         170     CCDC62
     689  F     5.372E-02         170     KLF15
     690  F     5.372E-02         170     SALL2
     691  F     5.369E-02         170     ZIM3
     692  F     5.366E-02         170     BCCIP
     693  F     5.363E-02         170     MLH1
     694  F     5.363E-02         170     TGOLN2
     695  F     5.362E-02         170     PLA2G4D
     696  F     5.361E-02         170     FADS2
