    Rank Group    Score       Missing     Variable
     566  A     3.453E+00          88     CREBRF
     567  A     3.453E+00          88     C6orf136
     568  A     3.453E+00          88     KNSTRN
     569  A     3.453E+00          88     KRTAP21.2
     570  A     3.453E+00          88     EFCAB13
     571  A     3.453E+00          88     TMEM42
     572  A     3.453E+00          88     ANKRD20A4
     573  A     3.453E+00          88     C20orf27
     574  A     3.453E+00          88     PTRF
     575  A     3.453E+00          88     ITGA7
     576  A     3.453E+00          88     EMX2
     577  A     3.452E+00          88     RETNLB
     578  A     3.452E+00          88     ETNPPL
     579  A     3.452E+00          88     P2RY2
     580  A     3.450E+00          88     SCN1B
     581  A     3.449E+00          88     AP2A1
     582  A     3.449E+00          88     POLR2M
     583  A     3.449E+00          88     PRSS38
     584  A     3.448E+00          88     FAM134C
     585  A     3.448E+00          88     MDH2
     586  A     3.447E+00          88     OXTR
     587  A     3.447E+00          88     MELK
     588  A     3.447E+00          88     ZNF682
     589  A     3.446E+00          88     UXS1
     590  A     3.446E+00          88     VWCE
     591  A     3.446E+00          88     UBIAD1
     592  A     3.443E+00          88     HTR3C
     593  A     3.443E+00          88     PDAP1
     594  A     3.443E+00          88     SFXN4
     595  A     3.443E+00          88     ACSL3
     596  A     3.443E+00          88     TMEM255B
     597  A     3.443E+00          88     MAP4K3
     598  A     3.443E+00          88     TCEA2
     599  A     3.443E+00          88     DFFA
     600  A     3.443E+00          88     SATL1
     601  A     3.442E+00          88     SEC14L2
     602  A     3.442E+00          88     UNC80
     603  A     3.438E+00          88     GTF2E1
     604  A     3.438E+00          88     DEFB124
     605  A     3.437E+00          88     BBS10
     606  A     3.437E+00          88     IFLTD1
     607  A     3.435E+00          88     RBM41
     608  A     3.434E+00          88     IKBKE
     609  A     3.434E+00          88     FMOD
     610  A     3.432E+00          88     NUDT8
     611  A     3.428E+00          88     HNRNPH2
     612  A     3.427E+00          88     METTL17
     613  A     3.426E+00          88     PARVA
     614  A     3.425E+00          88     CNN2
     615  A     3.425E+00          88     TMBIM4
     616  A     3.424E+00          88     TUBA3E
     617  A     3.424E+00          88     CCNB2
     618  A     3.421E+00          88     SDHAF2
     619  A     3.421E+00          88     PEX26
     620  A     3.419E+00          88     MTMR8
     621  A     3.418E+00          88     LGALS4
     622  A     3.418E+00          88     SLC22A8
     623  A     3.418E+00          88     CSTL1
     624  A     3.417E+00          88     DNPEP
     625  A     3.417E+00          88     CASC10
     626  A     3.417E+00          88     GJD4
     627  A     3.417E+00          88     CSPG5
     628  A     3.417E+00          88     SLC7A9
     629  A     3.417E+00          88     PIN4
     630  A     3.415E+00          88     CALML5
     631  A     3.414E+00          88     C4orf17
     632  A     3.410E+00          88     ARMS2
     633  A     3.410E+00          88     MPP7
     634  A     3.409E+00          88     ADH5
     635  A     3.405E+00          88     OR6B3
     636  A     3.405E+00          88     CLDN16
     637  A     3.405E+00          88     POLR3F
     638  A     3.405E+00          88     RMDN3
     639  A     3.401E+00          88     FSTL3
     640  A     3.401E+00          88     CCDC37
     641  A     3.397E+00          88     KLHL18
     642  A     3.397E+00          88     CMA1
     643  A     3.397E+00          88     WSB2
     644  A     3.397E+00          88     SLU7
     645  A     3.395E+00          88     PLD3
     646  A     3.395E+00          88     HDAC4
     647  A     3.395E+00          88     CYB5R1
     648  A     3.395E+00          88     NOXA1
     649  A     3.386E+00         522     TUMOR_MOLECULAR_SUBTYPE
     650  A     3.385E+00          83     TMB_NONSYNONYMOUS
     651  A     3.376E+00          88     EVA1A
     652  A     3.372E+00          88     KIAA1045
     653  A     3.370E+00          88     CMC4
     654  A     3.370E+00          88     NUDT16
     655  A     3.370E+00          88     RGS16
     656  A     3.370E+00          88     CTNNB1
     657  A     3.364E+00          88     ARMCX1
     658  A     3.364E+00          88     KRT18
     659  A     3.363E+00          88     SLAIN2
     660  A     3.361E+00          88     PSMD11
     661  A     3.361E+00          88     SCYL1
     662  A     3.361E+00          88     CAPG
     663  A     3.361E+00          88     ZDHHC24
     664  A     3.361E+00          88     NMI
     665  A     3.358E+00          88     CINP
     666  A     3.358E+00          88     IL12A
     667  A     3.358E+00          88     ADRA2C
     668  A     3.358E+00          88     ITGB1BP2
