 train         node      observed        predicted
     y             2    0.400000E+003    0.980353E+003
     y             6    0.250000E+002    0.282264E+004
     y             6    0.500000E+001    0.282264E+004
     y            30    0.600000E+003    0.264654E+004
     y             2    0.100000E+001    0.980353E+003
     y             2    0.500000E+003    0.980353E+003
     n             6               NA    0.282264E+004
     n            30               NA    0.264654E+004
     n             2               NA    0.980353E+003
     y             6    0.580000E+002    0.282264E+004
     n             6               NA    0.282264E+004
     y            62    0.100000E+004    0.803633E+004
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y           253    0.400000E+003    0.503211E+004
     y             6    0.600000E+004    0.282264E+004
     y            62    0.500000E+004    0.803633E+004
     y             6    0.600000E+004    0.282264E+004
     y             2    0.400000E+004    0.980353E+003
     y             6    0.200000E+005    0.282264E+004
     y             6    0.200000E+003    0.282264E+004
     y             2    0.280000E+002    0.980353E+003
     n             6               NA    0.282264E+004
     y             6    0.100000E+003    0.282264E+004
     y             6    0.890000E+003    0.282264E+004
     y             2    0.876500E+004    0.980353E+003
     y             6    0.100000E+002    0.282264E+004
     n             6               NA    0.282264E+004
     y            30    0.120000E+005    0.264654E+004
     y             6    0.200000E+005    0.282264E+004
     y             6    0.400000E+003    0.282264E+004
     y             6    0.600000E+002    0.282264E+004
     y             6    0.120000E+003    0.282264E+004
     n             6               NA    0.282264E+004
     y             2    0.200000E+001    0.980353E+003
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.400000E+005    0.282264E+004
     y            30    0.240000E+002    0.264654E+004
     y            62    0.120000E+004    0.803633E+004
     n             6               NA    0.282264E+004
     y             2    0.150000E+004    0.980353E+003
     n             6               NA    0.282264E+004
     y             2    0.100000E+001    0.980353E+003
     n            62               NA    0.803633E+004
     n             2               NA    0.980353E+003
     y             2    0.200000E+004    0.980353E+003
     y            30    0.200000E+004    0.264654E+004
     n             6               NA    0.282264E+004
     y             6    0.100000E+002    0.282264E+004
     y             6    0.150000E+004    0.282264E+004
     y             6    0.150000E+003    0.282264E+004
     y             6    0.400000E+003    0.282264E+004
     y             6    0.100000E+002    0.282264E+004
     y             6    0.400000E+002    0.282264E+004
     y             6    0.200000E+002    0.282264E+004
     n             2               NA    0.980353E+003
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.200000E+001    0.282264E+004
     y             6    0.560000E+004    0.282264E+004
     y            62    0.120000E+003    0.803633E+004
     n            30               NA    0.264654E+004
     y             6    0.100000E+002    0.282264E+004
     y             6    0.250000E+003    0.282264E+004
     y            30    0.400000E+001    0.264654E+004
     y            62    0.450000E+002    0.803633E+004
     n            30               NA    0.264654E+004
     y            30    0.350000E+002    0.264654E+004
     y           253    0.150000E+002    0.503211E+004
     y            30    0.200000E+003    0.264654E+004
     y             2    0.106000E+004    0.980353E+003
     y             6    0.100000E+002    0.282264E+004
     n            30               NA    0.264654E+004
     y             2    0.250000E+002    0.980353E+003
     n             6               NA    0.282264E+004
     y           252    0.200000E+002    0.414540E+005
     n            62               NA    0.803633E+004
     y             6    0.500000E+002    0.282264E+004
     y            30    0.200000E+004    0.264654E+004
     n             2               NA    0.980353E+003
     n            62               NA    0.803633E+004
     n             6               NA    0.282264E+004
     y             6    0.100000E+003    0.282264E+004
     y             2    0.100000E+003    0.980353E+003
     y             6    0.100000E+002    0.282264E+004
     y            30    0.500000E+001    0.264654E+004
     y             2    0.500000E+001    0.980353E+003
     n             6               NA    0.282264E+004
     n            62               NA    0.803633E+004
     n            30               NA    0.264654E+004
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
