    Rank Group    Score       Missing     Variable
     287  A     3.345E+00          88     SLC15A3
     288  A     3.345E+00          88     ZNF35
     289  A     3.345E+00          88     GPR101
     290  A     3.344E+00          88     ANKLE2
     291  A     3.344E+00          88     CACNA2D2
     292  A     3.344E+00          88     NPL
     293  A     3.344E+00          88     FHL2
     294  A     3.344E+00          88     TAF6
     295  A     3.344E+00          88     MYL6B
     296  A     3.344E+00          88     WARS
     297  A     3.343E+00          88     MYNN
     298  A     3.343E+00          88     CPEB2
     299  A     3.343E+00          88     PRND
     300  A     3.343E+00          88     PIGA
     301  A     3.343E+00          88     FAM196A
     302  A     3.342E+00          88     ADH1A
     303  A     3.342E+00          88     TDG
     304  A     3.342E+00          88     RSRC1
     305  A     3.341E+00          88     NDUFS7
     306  A     3.341E+00          88     CBR1
     307  A     3.341E+00          88     FUT4
     308  A     3.340E+00          88     METTL7B
     309  A     3.339E+00          88     PTAR1
     310  A     3.339E+00          88     ZNF385B
     311  A     3.339E+00          88     GRAP
     312  A     3.339E+00          88     BAMBI
     313  A     3.338E+00          88     ATP4B
     314  A     3.338E+00          88     ACBD5
     315  A     3.338E+00          88     HIST1H2AE
     316  A     3.338E+00          88     TLE2
     317  A     3.338E+00          88     KRTAP19.8
     318  A     3.338E+00          88     DAXX
     319  A     3.338E+00          88     SLC22A25
     320  A     3.338E+00          88     ITPA
     321  A     3.338E+00          88     SDC4
     322  A     3.338E+00          88     LSS
     323  A     3.338E+00          88     RNF128
     324  A     3.337E+00          88     COPB1
     325  A     3.337E+00          88     HRASLS5
     326  A     3.337E+00          88     ZNF581
     327  A     3.336E+00          88     EIF4E2
     328  A     3.336E+00          88     MRGPRD
     329  A     3.336E+00          88     ZNF816
     330  A     3.336E+00          88     TNFRSF4
     331  A     3.336E+00          88     H2AC4
     332  A     3.336E+00          88     MRVI1
     333  A     3.336E+00          88     GTF2H3
     334  A     3.336E+00          88     MCM8
     335  A     3.336E+00          88     SLC5A1
     336  A     3.336E+00          88     CLEC4G
     337  A     3.335E+00          88     REPIN1
     338  A     3.334E+00          88     FAM134C
     339  A     3.334E+00          88     MDH2
     340  A     3.333E+00          88     RNASE7
     341  A     3.333E+00          88     TNFRSF13B
     342  A     3.333E+00          88     ACRC
     343  A     3.332E+00          88     CDRT1
     344  A     3.332E+00          88     EFNB2
     345  A     3.332E+00          88     CHMP2B
     346  A     3.332E+00          88     HMMR
     347  A     3.332E+00          88     CLN6
     348  A     3.332E+00          88     GNAT3
     349  A     3.332E+00          88     SLC38A4
     350  A     3.332E+00          88     TEDDM1
     351  A     3.332E+00          88     CDR1
     352  A     3.331E+00          88     C6orf62
     353  A     3.331E+00          88     C4orf22
     354  A     3.330E+00          88     MYL5
     355  A     3.330E+00          88     NT5DC3
     356  A     3.330E+00          88     C9orf72
     357  A     3.330E+00          88     GTPBP4
     358  A     3.330E+00          88     ZNF660
     359  A     3.330E+00          88     RABIF
     360  A     3.330E+00          88     DRD1
     361  A     3.330E+00          88     MAPKAPK2
     362  A     3.330E+00          88     PSPH
     363  A     3.330E+00          88     DAPK3
     364  A     3.330E+00          88     XPNPEP2
     365  A     3.328E+00          88     CARS2
     366  A     3.327E+00          88     H4C7
     367  A     3.327E+00          88     TMEM201
     368  A     3.327E+00          88     SMPD4P2
     369  A     3.327E+00          88     SFXN1
     370  A     3.327E+00          88     RPN2
     371  A     3.327E+00          88     SLAIN1
     372  A     3.327E+00          88     COL6A5
     373  A     3.327E+00          88     MYBPC2
     374  A     3.327E+00          88     MTA3
     375  A     3.327E+00          88     ILKAP
     376  A     3.327E+00          88     TUBB4B
     377  A     3.327E+00          88     PAFAH1B3
     378  A     3.327E+00          88     ABCB8
     379  A     3.327E+00          88     CHMP4B
     380  A     3.327E+00          88     NMNAT2
     381  A     3.325E+00          88     WFDC5
     382  A     3.325E+00          88     PNMA5
     383  A     3.325E+00          88     OR9A2
     384  A     3.324E+00          88     FAIM2
     385  A     3.324E+00          88     TMIGD2
     386  A     3.323E+00          88     PFKFB1
     387  A     3.323E+00          88     CSTF2
     388  A     3.323E+00          88     ZNF85
     389  A     3.323E+00          88     BCAT1
     390  A     3.321E+00          88     STT3B
     391  A     3.321E+00          88     TMEM119
     392  A     3.321E+00          88     DUSP16
     393  A     3.320E+00          88     NAB2
     394  A     3.320E+00          88     CD28
     395  A     3.320E+00          88     ALDH5A1
     396  A     3.320E+00          88     RFTN2
     397  A     3.320E+00          88     POLM
     398  A     3.320E+00          88     PIAS4
     399  A     3.319E+00          88     CASC3
     400  A     3.318E+00          88     SUCNR1
     401  A     3.318E+00          88     NDFIP1
     402  A     3.318E+00          88     TP53INP2
     403  A     3.318E+00          88     EIF3F
     404  A     3.318E+00          88     SLC22A17
     405  A     3.318E+00          88     LRRN4CL
     406  A     3.318E+00          88     KRT25
     407  A     3.318E+00          88     ZNF341
     408  A     3.317E+00          88     GGN
     409  A     3.317E+00          88     JAGN1
     410  A     3.317E+00          88     FGF12
     411  A     3.316E+00          88     RARB
     412  A     3.316E+00          88     PLAUR
     413  A     3.316E+00          88     BBS7
     414  A     3.315E+00          88     PELI3
     415  A     3.315E+00          88     KRTAP5.8
     416  A     3.315E+00          88     LRRC46
     417  A     3.315E+00          88     ZP3
     418  A     3.315E+00          88     ZCCHC4
     419  A     3.315E+00          88     MRPL32
     420  A     3.315E+00          88     SVOP
     421  A     3.315E+00          88     MIP
     422  A     3.315E+00          88     HAVCR1
     423  A     3.315E+00          88     CPA4
     424  A     3.315E+00          88     VPS16
     425  A     3.315E+00          88     ZNF624
     426  A     3.314E+00          88     TBKBP1
     427  A     3.314E+00          88     CCDC53
     428  A     3.314E+00          88     TMBIM4
     429  A     3.313E+00          88     OR6C70
     430  A     3.313E+00          88     HCAR1
     431  A     3.312E+00          88     ZNF383
     432  A     3.312E+00          88     GPR17
     433  A     3.312E+00          88     ACADS
     434  A     3.312E+00          88     ARR3
     435  A     3.312E+00          88     INPP4A
     436  A     3.312E+00          88     CD79A
     437  A     3.312E+00          88     PPARG
     438  A     3.312E+00          88     IL1R2
     439  A     3.312E+00          88     DCUN1D1
     440  A     3.312E+00          88     CHRNA1
     441  A     3.312E+00          88     ICAM3
     442  A     3.312E+00          88     TCEAL1
     443  A     3.311E+00          88     EGFL6
     444  A     3.311E+00          88     MTERF
     445  A     3.311E+00          88     LPGAT1
     446  A     3.311E+00          88     FPR2
     447  A     3.311E+00          88     EGLN2
     448  A     3.310E+00          88     MEIS2
     449  A     3.310E+00          88     KRTAP5.11
     450  A     3.310E+00          88     TMEM87B
     451  A     3.309E+00          88     TRAPPC5
     452  A     3.309E+00          88     VMA21
     453  A     3.309E+00          88     SLC23A2
     454  A     3.309E+00          88     PCDHB8
     455  A     3.309E+00          88     FAM60A
     456  A     3.308E+00          88     WIPF2
     457  A     3.308E+00          88     UFD1L
     458  A     3.308E+00          88     EAF2
     459  A     3.308E+00          88     ICAM1
     460  A     3.308E+00          88     DDX18
     461  A     3.308E+00          88     RNA5SP206
     462  A     3.308E+00          88     PTPN7
     463  A     3.308E+00          88     GPR183
     464  A     3.308E+00          88     AP1S3
     465  A     3.308E+00          88     SULT1B1
     466  A     3.308E+00          88     LONRF2
     467  A     3.308E+00          88     CRYBA2
     468  A     3.308E+00          88     ABCA7
     469  A     3.308E+00          88     SCG2
     470  A     3.308E+00          88     PNLIPRP1
     471  A     3.308E+00          88     KANK3
     472  A     3.308E+00          88     NDUFAF3
     473  A     3.306E+00          88     FAM9C
     474  A     3.306E+00          88     ZC3H8
     475  A     3.306E+00          88     TMEM110
     476  A     3.306E+00          88     OSBP2
     477  A     3.306E+00          88     NPPA.AS1
     478  A     3.306E+00          88     BIRC8
     479  A     3.306E+00          88     GPR32
     480  A     3.306E+00          88     CDC45
     481  A     3.306E+00          88     KRTAP11.1
     482  A     3.306E+00          88     REPS2
     483  A     3.305E+00          88     DRG2
     484  A     3.305E+00          88     S1PR4
     485  A     3.305E+00          88     C12orf68
     486  A     3.305E+00          88     SCP2D1
     487  A     3.305E+00          88     HNRNPUL2
     488  A     3.305E+00          88     DNAJC14
     489  A     3.305E+00          88     FABP1
     490  A     3.305E+00          88     MGAT5
     491  A     3.305E+00          88     YWHAB
     492  A     3.303E+00          88     C3
     493  A     3.303E+00          88     SHISA4
     494  A     3.303E+00          88     NAALADL1
     495  A     3.303E+00          88     CHRDL1
     496  A     3.303E+00          88     XBP1
     497  A     3.303E+00          88     CROT
     498  A     3.303E+00          88     C1orf106
     499  A     3.303E+00          88     TPPP2
     500  A     3.303E+00          88     CD86
     501  A     3.303E+00          88     KRTAP10.6
     502  A     3.302E+00          88     ADCY4
     503  A     3.302E+00          88     ARHGAP11A
     504  A     3.302E+00          88     SEPTIN11
     505  A     3.301E+00          88     ZNF835
     506  A     3.301E+00          88     SNX11
     507  A     3.301E+00          88     TMEM33
     508  A     3.301E+00          88     SLC47A2
     509  A     3.301E+00          88     ATG4B
     510  A     3.301E+00          88     HEPACAM2
     511  A     3.301E+00          88     C12orf54
     512  A     3.301E+00          88     IL8
     513  A     3.301E+00          88     HSD17B3
     514  A     3.301E+00          88     GBX1
     515  A     3.300E+00          88     EHBP1L1
     516  A     3.300E+00          88     HCAR2
     517  A     3.300E+00          88     CTLA4
     518  A     3.300E+00          88     GHDC
     519  A     3.300E+00          88     AQP5
     520  A     3.300E+00          88     TFG
     521  A     3.300E+00          88     WDR87
     522  A     3.300E+00          88     CAPN12
     523  A     3.299E+00          88     OTOP2
     524  A     3.299E+00          88     GNAZ
     525  A     3.298E+00          88     MAP2K7
     526  A     3.298E+00          88     SNRK
     527  A     3.297E+00          88     RBM4B
     528  A     3.297E+00          88     RPL23
     529  A     3.297E+00          88     OR4K2
     530  A     3.297E+00          88     CDC42EP5
     531  A     3.297E+00          88     ALG3
     532  A     3.297E+00          88     PDK4
     533  A     3.296E+00          88     SLC25A41
     534  A     3.296E+00          88     ANGPTL4
     535  A     3.296E+00          88     DEFB124
     536  A     3.296E+00          88     KREMEN1
     537  A     3.296E+00          88     HMCES
     538  A     3.296E+00          88     ZNF583
     539  A     3.296E+00          88     EDA
     540  A     3.295E+00          88     LXN
     541  A     3.295E+00          88     TMEM19
     542  A     3.295E+00          88     SLC35D2
     543  A     3.295E+00          88     PLEKHA3
     544  A     3.294E+00          88     HPS3
     545  A     3.294E+00          88     NEUROG2
     546  A     3.294E+00          88     ZBTB45
     547  A     3.294E+00          88     PRPS2
     548  A     3.294E+00          88     RDH8
     549  A     3.293E+00          88     EPS8L1
     550  A     3.293E+00          88     POC1A
     551  A     3.293E+00          88     NOC4L
     552  A     3.293E+00          88     RNF13
     553  A     3.293E+00          88     NOL6
     554  A     3.293E+00          88     DUSP7
     555  A     3.293E+00          88     MTMR2
     556  A     3.293E+00          88     CHMP5
     557  A     3.293E+00          88     BTLA
     558  A     3.293E+00          88     HVCN1
     559  A     3.293E+00          88     REN
     560  A     3.292E+00          88     NCF2
     561  A     3.292E+00          88     HPRT1
     562  A     3.292E+00          88     SP6
     563  A     3.292E+00          88     LSM14A
     564  A     3.291E+00          88     SLC39A11
     565  A     3.291E+00          88     HEATR5A
     566  A     3.291E+00          88     QPCTL
     567  A     3.291E+00          88     C21orf59
     568  A     3.291E+00          88     CCDC107
     569  A     3.291E+00          88     MAT2A
     570  A     3.291E+00          88     OCIAD1
     571  A     3.290E+00          88     PHF13
     572  A     3.290E+00          88     HCFC2
     573  A     3.290E+00          88     ITGA7
     574  A     3.290E+00          88     EMX2
     575  A     3.290E+00          88     LTB4R
     576  A     3.289E+00          88     CAMKK2
     577  A     3.289E+00          88     DYNLRB1
     578  A     3.289E+00          88     CPA3
     579  A     3.289E+00          88     NMT2
     580  A     3.288E+00          88     MYOZ2
     581  A     3.288E+00          88     ATAD3B
     582  A     3.288E+00          88     HAVCR2
     583  A     3.287E+00          88     KLHL4
     584  A     3.287E+00          88     RUNDC1
     585  A     3.287E+00          88     NNAT
     586  A     3.287E+00          88     VRK3
     587  A     3.287E+00          88     ARMCX5
     588  A     3.287E+00          88     RASAL1
     589  A     3.286E+00          88     HOXD10
     590  A     3.286E+00          88     C12orf77
     591  A     3.286E+00          88     SH2D3A
     592  A     3.286E+00          88     FOSL1
     593  A     3.286E+00          88     DTD1
     594  A     3.286E+00          88     MIXL1
     595  A     3.286E+00          88     PPM1B
     596  A     3.286E+00          88     DCAKD
     597  A     3.285E+00          88     PLSCR5
     598  A     3.285E+00          88     RHBDD2
     599  A     3.285E+00          88     CRYGD
     600  A     3.285E+00          88     KCNE1
     601  A     3.285E+00          88     GXYLT1
     602  A     3.285E+00          88     PFKFB2
     603  A     3.285E+00          88     SCN3B
     604  A     3.285E+00          88     ZNF497
     605  A     3.285E+00          88     HTR3D
     606  A     3.285E+00          88     ASB1
